시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3,메뉴4,가격4
서울특별시,강서구,목욕업,정수대중목욕탕,02-2699-4330,서울특별시강서구화곡로44나길65,목욕료,8000,,,,,,
서울특별시,강서구,미용업,복음미용실,02-3664-2822,서울특별시강서구공항대로65길51,미용료(커트),7700,미용료(파마),33000,,,,
서울특별시,강서구,한식_면류,옛날칼국수,,서울특별시강서구강서로18길8-14,칼국수,6000,비빔국수,7000,보리비빔밥,7000,,
서울특별시,강서구,미용업,백구사헤어플랜,02-2607-0194,서울특별시강서구곰달래로19길451층,파마,40000,커트,13000,,,,
서울특별시,강서구,미용업,보아스헤어아트,,서울특별시강서구등촌로39길7,커트,12000,파마,40000,,,,
서울특별시,강서구,한식_면류,왕세숫대야냉면,02-2668-3608,서울특별시강서구공항대로423,냉면,5000,돈가스,5800,,,,
서울특별시,강서구,미용업,판도라,02-2661-3622,서울특별시강서구마곡중앙로59-11203호,미용료(커트),17000,미용료(파마),40000,,,,
서울특별시,강서구,한식_일반,문가네식당,02-3661-0094,서울특별시강서구화곡로61길64,김치찌개,9000,된장찌개,8000,,,,
서울특별시,강서구,한식_면류,부부칼국수,02-3662-4594,서울특별시강서구강서로56가길47,칼국수,9000,냉면,9000,,,,
서울특별시,강서구,중식,명가중화요리,02-3661-6355,서울특별시강서구화곡로61길100청석빌딩102호,자장면,6000,짬뽕,8000,탕수육,20000,,
서울특별시,강서구,미용업,현헤어#,02-2667-3693,서울특별시강서구강서로45길174,미용료(파마),40000,미용료(커트),12000,학생(커트),9000,,
서울특별시,강서구,미용업,까꼬뽀꼬,02-2663-2445,서울특별시강서구강서로45라길35,미용료(커트),12000,미용료(파마),40000,,,,
서울특별시,강서구,한식_면류,메밀이랑면이랑,02-2691-8585,서울특별시강서구강서로263-17,자장면,7000,냉면,9000,짬뽕,10000,,
서울특별시,강서구,세탁업,짱구세탁소,02-2661-5994,서울특별시강서구강서로45라길70,세탁료,9000,,,,,,
서울특별시,강서구,이용업,아산남성컷전문,,서울특별시강서구강서로207,이용료(학생),9000,이용료(성인),10000,,,,
서울특별시,강서구,이용업,21세기남성헤어,,서울특별시강서구강서로17나길2,이용료(성인),8000,이용료(학생),8000,,,,
서울특별시,강서구,한식_일반,먹깨비김밥,02-2698-0123,서울특별시강서구강서로39101호,김밥,3000,,,,,,
서울특별시,강서구,미용업,진흥,02-2698-5757,서울특별시강서구강서로7길20,이용료(성인),10000,이용료(학생),8000,,,,
서울특별시,강서구,미용업,새로본미용실,02-2661-9496,서울특별시강서구개화동로27길33,파마,23000,커트,8000,,,,
서울특별시,강서구,한식_면류,송주불냉면,02-2662-5509,서울특별시강서구방화동로49,냉면,8000,칼국수,8000,,,,
서울특별시,강서구,한식_면류,시골칼국수,02-2666-5477,서울특별시강서구방화대로7나길45,칼국수,6000,냉면,7000,,,,
서울특별시,강서구,일식,조병관숙성회,,서울특별시강서구화곡로58길342층,모듬회,28000,연어숙성회,26000,,,,
서울특별시,강서구,이용업,킴스남성커트,02-2062-2833,서울특별시강서구등촌로5길80,커트,9000,염색,15000,,,,
서울특별시,강서구,한식_일반,예닮,02-2649-0053,서울특별시강서구등촌로39길17(등촌동),보리밥정식,9000,,,,,,
서울특별시,강서구,양식,칸스KANS,,서울특별시강서구방화동로5길12-1(방화동),브리또,4900,치킨브리또,6500,치미창가,9500,,
서울특별시,강서구,한식_일반,정가네닭국수,02-2665-6859,서울특별시강서구금낭화로23길25상가동108호(방화동방화6단지아파트),닭칼국수,11000,칼국수,9000,,,,
서울특별시,강서구,이용업,올림픽이용원,02-2694-7588,서울특별시강서구우현로1-21층(화곡동),(남성)커트/면도/드라이일괄,18000,,,,,,
서울특별시,강서구,일식,우미마토,0507-136-7583,서울특별시강서구공항대로219114호(마곡동센테니아),우미카세코스(1인),35000,,,,,,
서울특별시,강서구,중식,조선마라탕,02-6465-8200,서울특별시강서구양천로24길991층(방화동),마라탕(400g),7200,,,,,,
서울특별시,강서구,한식_분식,일오삼김밥,02-2659-7127,서울특별시강서구허준로16(가양동)1층,김밥,3500,비빔밥,7000,김치찌개,7500,,
서울특별시,강서구,한식_일반,까치산냉면&김치찌개,0507-1327-3953,서울특별시강서구강서로15길40(화곡동감성하이츠)101호,김치찌개(포장),7000,김치찌개+석쇠불고기세트,14000,김치찌개+만두세트,13000,,
서울특별시,강서구,한식_일반,돈오야,02-2699-4885,서울특별시강서구강서로55(화곡동)1층,숙성삼겹살(170g),10900,숙성삼겹살(170g)추가시(2인부부터),8900,초벌삼겹살(170g),11900,초벌삼겹살(170g)추가시(2인부부터),9900
서울특별시,강서구,목욕업,대원(사우나),02-2695-5752,서울특별시강서구화곡로21길78(화곡동)2층,대인,9000,소인(6세이하),5000,,,,
서울특별시,강서구,중식,수짬뽕,02-2691-1357,서울특별시강서구강서로45가길10(화곡동)1층,짜장면,6000,짬뽕,7000,,,,
서울특별시,강서구,한식_일반,우장회관,02-2602-3392,서울특별시강서구강서로45길46(내발산동)1층,냉동삼겹살(170g),10900,냉동삼겹살(170g)추가시(2인분부터),9900,숙성삼겹살(170g),10900,숙성삼겹살(170g)추가시(2인분부터),9900
서울특별시,강서구,미용업,청담헤어,02-2603-7260,서울특별시강서구우현로14(화곡동)상가동101호,커트(남성),10000,커트(여성),15000,,,,
서울특별시,강서구,한식_분식,필김밥,02-2606-2600,서울특별시강서구곰달래로49길23(화곡동)1층,김밥,3000,순두부찌개,6000,떡만두국,7000,,
서울특별시,강서구,한식_면류,홍두깨손칼국수,02-2699-4885,서울특별시강서구초록마을로2길48(화곡동)1층,잔치국수,5000,손칼국수,6000,바지락손칼국수,7500,,
서울특별시,강서구,미용업,희즈헤어,02-6015-2998,서울특별시강서구화곡로13길141(화곡동)102호,커트(성인),12000,커트(학생),10000,,,,
서울특별시,강서구,중식,쓰부,0507-1433-1113,서울특별시강서구까치산로1721층(화곡동),짜장면,6500,짬뽕,9000,,,,
서울특별시,강서구,미용업,머리이야기,02-2697-2999,서울특별시강서구강서로18가길41층(화곡동),커트(남성),11000,커트(여성),12000,,,,
서울특별시,강서구,중식,까치반점,02-6368-0411,서울특별시강서구곰달래로971층(화곡동),짜장면,7000,해물짬뽕,8000,,,,
서울특별시,강서구,한식_일반,비니거니치킨호프,02-6032-3332,서울특별시강서구까치산로361층(화곡동),은은담백후라이드,14000,달콤양념치킨,15000,,,,
서울특별시,강서구,한식_일반,체리김밥,02-2601-.3356,서울특별시강서구까치산로4길10(화곡동),김밥,3000,돈까스,7500,된장찌개,6000,비빔밥,6000
서울특별시,강서구,기타비요식업,새한스튜디오,02-2602-6031,서울특별시강서구화곡로194-151층(화곡동),반명함판(촬영),18000,사진인화료,600,,,,
서울특별시,강서구,기타요식업,굼밀이야기,0507-1461-3811,서울특별시강서구마곡중앙8로5길54층406호(마곡동),믹스쿠키,1800,플레인스콘,2800,,,,
서울특별시,강서구,양식,민스,02-2664-0788,서울특별시강서구금낭화로145(방화동),까르보나라,10500,새우크림파스타,11500,,,,
서울특별시,강서구,기타비요식업,히어로방방키즈카페,,서울특별시강서구강서로45길110지하(내발산동),1시간이용권(어린이),4000,10시간이용권(어린이),35000,,,,
서울특별시,강서구,한식_일반,나들이김밥,02-2659-9817,서울특별시강서구강서로56나길1101층(등촌동부영아파트),김밥,2000,참치김밥,2500,치즈김밥,2500,,
서울특별시,강서구,중식,명지각,02-2666-9833,서울특별시강서구강서로337104호(내발산동),짜장면,7000,짬뽕,8500,,,,
서울특별시,강서구,한식_일반,송화순대곱창,02-2603-9272,서울특별시강서구강서로45나길27(내발산동),김치찌개,8000,된장찌개,8000,,,,
서울특별시,강서구,미용업,프리헤어아트,02-2608-7087,서울특별시강서구화곡로31길85(화곡동),커트,15000,파마,40000,,,,
서울특별시,강서구,미용업,어울림헤어,02-2692-3577,서울특별시강서구화곡로31길151층(화곡동),커트,14000,파마,40000,,,,
서울특별시,강서구,미용업,준헤어아트,,서울특별시강서구공항대로61길47,커트,13000,파마,35000,,,,
서울특별시,강서구,미용업,보보미용실,,서울특별시강서구곰달래로45길2,커트,12000,파마,40000,,,,
서울특별시,강서구,기타비요식업,지금여기꽃,0507-1439-6265,서울특별시강서구양천로489상가동103호(가양우성아파트),생화꽃다발(미니),15000,생화꽃바구니(미니),40000,,,,
서울특별시,강서구,중식,만다린1997,02-2658-2000,서울특별시강서구강서로68길36201호(등촌동등촌주공1단지),탕수육+쟁반짜장2+만두,27000,탕수육+간짜장2+만두,25000,,,,
서울특별시,강서구,양식,타코까나스따,02-3663-8079,서울특별시강서구우장산로13101호(내발산동천우네오젠아파트),타코알빠스톨,3000,퀘사디아,9000,,,,
서울특별시,강서구,미용업,희정미용실,02-2658-0447,서울특별시강서구화곡로63가길92103호(등촌동등촌주공9단지),커트(여성),13000,파마(여성),35000,,,,
서울특별시,강서구,기타비요식업,렛츠런24hour휘트니스,02-2696-3508,서울특별시강서구강서로43지하2층(화곡동도양라비앙타워),PT1회당,50000,헬스+GX프로그램,90000,,,,
서울특별시,강서구,기타비요식업,캡틴짐,0507-1344-6231,서울특별시강서구화곡로119502호(화곡동동인빌딩),1:!개인PT11회,575000,1:1개인PT21회,1000000,,,,
서울특별시,강서구,기타비요식업,같이운동PT까치산점,0507-1381-5808,서울특별시강서구곰달래로1353층(화곡동),단체PT30회(3개월권),660000,단체PT50회(5개월권),990000,,,,
서울특별시,강서구,미용업,김진경헤어,,서울특별시강서구등촌로5가길281층,커트,10000,파마,35000,,,,
서울특별시,강서구,한식_일반,미키식당,,서울특별시강서구양천로26길261층(방화동용빌딩),백반,7500,김치찌개,8000,된장찌개,8000,,
서울특별시,강서구,미용업,현미용실(현헤어샵),,서울특별시강서구양천로14길85-21층,커트,10000,일반파마,25000,,,,
서울특별시,강서구,한식_일반,전주식당,02-2695-1307,서울특별시강서구우장산로15길371층,가정식백반,8000,순두부찌개,8000,,,,
서울특별시,강서구,기타비요식업,스카이당구장,,서울특별시강서구까치산로1352층일부,1시간이용료,9000,10분당,1500,,,,
서울특별시,강서구,중식,진마루,02-2662-7189,서울특별시강서구방화동로3길501층(방화동),삼겹살(200g),15000,김치찌개,8000,,,,
서울특별시,강서구,기타비요식업,화곡동사진관,02-2602-4747,서울특별시강서구곰달래로512층(화곡동),반명함판(4매),20000,증명사진,15000,,,,
서울특별시,강서구,중식,차차차마곡점,02-6952-2600,서울특별시강서구마곡중앙6로45A동106호(마곡동),타코치킨,8900,차카콘,2900,,,,
서울특별시,강서구,한식_일반,다이아몬드닭강정,02-2645-8280,서울특별시강서구강서로47길361층(내발산동),크리스피치킨(포장),13000,크리스피치킨(매장식사),16000,크리스피양념치킨(포장),14000,크리스피양념치킨(매장식사),17000
서울특별시,강서구,중식,황제마라탕,02-2666-3315,서울특별시강서구공항대로103판매시설4동1층(마곡동마곡엠벨리9단지),마라탕(400g),8000,꿔바로우(중),13000,,,,
서울특별시,강서구,중식,도화루,02-2663-1235,서울특별시강서구방화대로7길591층(공항동),짜장면,5000,짬뽕,6000,탕수육,19000,,
서울특별시,강서구,한식_일반,롤리밥스,02-3662-0903,서울특별시강서구양천로3513호~4호(가양동),된장찌개,7000,비빔밥,6500,,,,
서울특별시,강서구,한식_일반,공가김밥,02-6096-5090,서울특별시강서구양천로5831층(염창동우림블루나인),김치찌개,7000,된장찌개,7000,냉면,7000,,
서울특별시,강서구,한식_일반,국수소반,,서울특별시강서구마곡중앙로59-21에이스타워2차121호,잔치국수,6500,비빔국수,7500,수제등심돈까스,8900,,
서울특별시,강서구,한식_일반,착한마녀김밥,02-2135-4587,서울특별시강서구양천로637상가동105호,돈가스,7500,서리태콩국수,8500,물냉면,7500,황태해장국,7500
서울특별시,강서구,한식_기타,에펠샐러드,,서울특별시강서구마곡서로170101호,두부포케,8500,그릴드머쉬룸랩,7500,,,,
서울특별시,강서구,기타비요식업,한국사진관,02-2659-9559,서울특별시강서구허준로23120호,여권,15000,사진인화,300,,,,
서울특별시,강서구,한식_일반,대박김밥,,서울특별시가로공원로76길951층,김밥,3000,,,,,,
서울특별시,강서구,한식_일반,미스터육회연어왕강서점,,서울특별시강서구까치산로921층103호,육회비빔밥,6900,연어회덮밥,7900,,,,
서울특별시,강서구,한식_육류,청우,,서울특별시강서구마곡서로152B동301-303호,한우선지해장국,7000,한우육회비빔밥,9000,,,,
서울특별시,강서구,한식_일반,춘천집,,서울특별시강서구양천로34,점심특선닭갈비,8900,닭갈비,9900,막국수,7000,계란찜,3000
서울특별시,강서구,한식_기타,카페샌드백,,서울특별시강서구등촌로39길17-51층,또띠아랩(모든종류),7800,채소가득샌드위치,6300,,,,
서울특별시,강서구,기타요식업,타르데마베이커리,,서울특별시강서구강서로46길91층101호,에그타르트,990,소금빵,2000,,,,
서울특별시,강서구,양식,포노,,서울특별시강서구화곡로55길35101호,스파이시감베로니,10000,해산물토마토파스타,9500,해산물토마토리조또,10000,,
서울특별시,강서구,기타비요식업,헬스와필라테스화곡점,,서울특별시강서구화곡로2062층4호3층,헬스이용권3개월,105000,헬스이용권6개월,180000,,,,
서울특별시,구로구,한식_일반,설가네부대찌게,02-2613-2246,서울특별시구로구경인로318-9,부대찌개,10000,돼지불고기,13000,삼겹살,16000,,
서울특별시,구로구,한식_일반,우리식당,02-2612-5559,서울특별시구로구중앙로3길50(고척동고척공구상가지하),소불고기,8000,된장찌개,7000,김치찌개,7000,,
서울특별시,구로구,세탁업,화인크리닝세탁소,,서울특별시구로구경인로35길131-15,양복세탁,8000,수선료,4000,점퍼드라이,11000,,
서울특별시,구로구,한식_일반,길손식당,,서울특별시구로구고척로40길33-5,삼겹살,7000,청국장,6000,설렁탕,6000,,
서울특별시,구로구,기타비요식업,구로사진관,,서울특별시구로구가마산로244,여권사진,11000,증명사진,10000,,,,
서울특별시,구로구,미용업,토탈헤어샵,,서울특별시구로구오류로8길83,커트,5000,파마,15000,염색,15000,,
서울특별시,구로구,미용업,새미나헤어뷰티,,서울특별시구로구부일로9길87,커트,일반:10000/노인:8000,파마,25000~,염색,25000~,,
서울특별시,구로구,한식_육류,제주똥돼지촌,,서울특별시구로구구로동로28길98,삼겹살(오겹살국내산200g),16000,목살,19000,된장찌개,삭제,,
서울특별시,구로구,한식_육류,대형식당,,서울특별시구로구구로동로100,삼겹살(국내산200g),14000,돼지갈비(국내산200g),14000,,,,
서울특별시,구로구,기타비요식업,극동칼라,,서울특별시구로구구로동로26길98,여권사진,14000,인화료,600,증명,14000,,
서울특별시,구로구,중식,칭니,,서울특별시구로구구로중앙로198(구로동구로기계공구상가C블럭지하12호),자장면,5500,짬뽕,6500,탕수육,18000,,
서울특별시,구로구,한식_일반,김밥짱,,서울특별시구로구구로동로125-1(구로동),김밥,3000,칼국수,6000,된장찌개,7000,,
서울특별시,구로구,미용업,24시헤어샵,,서울특별시구로구도림로10길31-1(구로동),커트,4000,파마,15000,염색,10000,,
서울특별시,구로구,미용업,건영헤어포맨,,서울특별시구로구구로동로12길32(구로동),이용료(커트),6000,염색,10000,면도,7000,,
서울특별시,구로구,한식_일반,자매분식,02-851-5293,서울특별시구로구구로중앙로8길41(구로동),김밥,2500,라면,3000,비빔국수,5000,,
서울특별시,구로구,중식,우동.짜장,,서울특별시구로구구로동로126-16(구로동),자장면,5000,짬뽕,6000,우동,5000,,
서울특별시,구로구,한식_일반,일억조분식,,서울특별시구로구가마산로26길11(구로동),김밥,2500,된장찌개,6000,김치찌개,6000,,
서울특별시,구로구,한식_일반,미진분식,02-3281-9409,서울특별시구로구구로중앙로8길27(구로동),김밥,2800,된장찌개,7000,김치찌개,7000,,
서울특별시,구로구,미용업,김연화헤어숍,,서울특별시구로구구로동로12(가리봉동),커트,10000,파마,20000,염색,20000,,
서울특별시,구로구,이용업,수정이발관,,서울특별시구로구구로동로13(가리봉동),이용료(커트),7000,염색,16000,,,,
서울특별시,구로구,이용업,성원이용원,,서울특별시구로구구로동로7길7(가리봉동),이용료(커트),7000,염색,16000,,,,
서울특별시,구로구,기타요식업,삼삼치킨,,서울특별시구로구경인로47길42(고척동),치킨,14000,양념치킨,15000,간장치킨,15000,,
서울특별시,구로구,한식_일반,해피분식,,서울특별시구로구중앙로1길18-19(고척동1동101호),백반,6000,칼국수,6000,김치찌개,7000,,
서울특별시,구로구,미용업,까망머리방,,서울특별시구로구고척로33라길19,커트,10000,파마,30000,드라이,10000,,
서울특별시,구로구,미용업,미미헤어,,서울특별시구로구고척로31길4(고척동),커트,8000,파마,25000,드라이,8000,,
서울특별시,구로구,기타요식업,개봉분식,,서울특별시구로구고척로21나길65(개봉동),떡볶이,2000,김밥,3000,라면,3500,,
서울특별시,구로구,이용업,복지이발관,,서울특별시구로구고척로27길115(개봉동),이용료(커트),8000,,,,,,
서울특별시,구로구,미용업,삼환미용실,,서울특별시구로구남부순환로95길54상가동105-106(개봉동삼환아파트),커트,10000,파마,30000,,,,
서울특별시,구로구,미용업,소망미용실,,서울특별시구로구개봉로1나길16(개봉동),커트,10000,파마,25000,염색,18000,,
서울특별시,구로구,한식_일반,새벽분식,02-2617-8550,서울특별시구로구오류로8나길8(오류동),김밥,3200,된장찌개,8000,김치찌개,8000,,
서울특별시,구로구,한식_일반,명가분식,,서울특별시구로구오류로8길85(오류동),된장찌개,7000,비빔밥,7000,순두부,7000,,
서울특별시,구로구,세탁업,매직크리닝,,서울특별시구로구오류로8길99(오류동),하의세탁료,3000,와이셔츠,3000,원피스,5000,,
서울특별시,구로구,한식_일반,김밥천국,,서울특별시구로구구로동로119-2(구로동),김밥,3000,라면,4000,된장찌개,7000,,
서울특별시,구로구,한식_육류,용갈비,02-869-2442,서울특별시구로구구로동로96-4(구로동),삼겹살(국200g),15000,돼지갈비,14000,된장찌개,7000,,
서울특별시,구로구,기타비요식업,포토베베스튜디오,,서울특별시구로구도림로12길13(구로동),증명사진,15000,프로필사진,50000,,,,
서울특별시,구로구,미용업,해바라기,,서울특별시구로구구로동로9-17,커트,7000,파마,30000,염색,20000,,
서울특별시,구로구,기타비요식업,동경사진관,,서울특별시구로구우마길14,사진촬영료,20000,인화료,500,,,,
서울특별시,구로구,한식_일반,삼거리식당,,서울특별시구로구구로동로38길18동쪽상가1층,칼국수,8000,된장찌개,8000,삼겹살,12000,,
서울특별시,구로구,미용업,올리비아헤어,,서울특별시구로구구로동로38길8,커트,8000,파마,20000,드라이,8000,,
서울특별시,구로구,한식_육류,꿀꿀이생고기맛집,02-2686-2049,서울특별시구로구중앙로32,생삼겹살,14000,오겹살,14000,갈비탕,8000,,
서울특별시,구로구,한식_면류,포에리얼떡볶이,,서울특별시구로구경인로403,라면,4000,냉면,6000,떡볶이,3000,,
서울특별시,구로구,한식_면류,국수뜨락,,서울특별시구로구구로중앙로43,멸치국수,5000,물냉면,6000,옛날불고기,10000,,
서울특별시,구로구,한식_육류,우리집식당,,서울특별시구로구디지털로27길67,돼지갈비,15000,삼겹살,15000,불고기,12000,,
서울특별시,구로구,미용업,골드헤어샵,,서울특별시구로구구로동로42길54-6,커트,6000,퍼머,20000,,,,
서울특별시,구로구,한식_일반,병규네부대찌개,,서울특별시구로구오류로8길871층,부대찌개,9000,우삼겹부대찌개,11000,순두부부대찌개,10000,,
서울특별시,구로구,한식_일반,윤경이네,,서울특별시구로구도림로36지층,삼겹살,15000,김치찌개,9000,된장찌개,7000,,
서울특별시,구로구,한식_일반,닷컴분식,,서울특별시구로구남부순환로97길20-61층,칼국수,6500,김치찌개,7000,된장찌개,7000,,
서울특별시,구로구,한식_일반,명태본가,,서울특별시구로구구로중앙로19길20,명태조림,11000,김치찌개,7500,,,,
서울특별시,구로구,세탁업,이펜세탁소,,서울특별시구로구천왕로10천왕이펜하우스58단지상가101호,양복세탁,10000,바지드라이,5000,와이셔츠드라이,3000,,
서울특별시,구로구,미용업,모즈헤어,,서울특별시구로구신도림로291층,커트(여성),14000,파마(여성),49000,,,,
서울특별시,구로구,한식_일반,현미식당,,서울특별시구로구구로중앙로17,청국장,7000,순두부찌개,7000,바지락칼국수,7000,,
서울특별시,구로구,한식_일반,옛날손칼국수,02-2675-4810,서울특별시구로구신도림로11길51층,칼국수,7000,떡만두국,8000,갈비탕,8000,,
서울특별시,구로구,한식_일반,해물칼국수,,서울특별시구로구고척로179,칼국수,7000,팥칼국수,7000,돌솥비빔밥,7000,,
서울특별시,구로구,한식_일반,미란이식당,,서울특별시구로구고척로40길33-3,된장찌개,6000,순두부찌개,6000,청국장,7000,,
서울특별시,구로구,한식_육류,장원돈갈비,,서울특별시구로구구로동로20길6-8,삼겹살,13000,된장찌개,7000,냉면,8000,,
서울특별시,구로구,한식_일반,삼삼칼국수,,서울특별시구로구구로동로22길26,칼국수,6000,,,,,,
서울특별시,구로구,한식_일반,한그릇,,서울특별시구로구구로동로20길18-4,청국장,5000,비빔밥,5000,칼국수,5000,,
서울특별시,구로구,한식_일반,호남식당,,서울특별시구로구남부순환로105라길5,삼겹살,10000,설렁탕,7000,육개장,7000,,
서울특별시,구로구,한식_일반,용아식당,,서울특별시구로구남부순환로105라길20,냉동삽겹살,10000,김치찌개,8000,갈치조림,10000,,
서울특별시,구로구,한식_일반,명동분식,,서울특별시구로구디지털로19길15,김치찌개,5500,돌솥밥,6000,된장찌개,5500,,
서울특별시,구로구,미용업,홍진미용실,,서울특별시구로구서해안로24길29,커트(여성),5000,영양퍼머,20000,염색,15000,,
서울특별시,구로구,기타요식업,브레드홍,,서울특별시구로구오류로72,단팥빵,1500,소금빵,2000,생도넛,1200,,
서울특별시,구로구,한식_일반,다복집,,서울특별시구로구도림로14길2,선지해장국,8000,설렁탕,10000,,,,
서울특별시,구로구,한식_일반,국수박사,02-863-5922,서울특별시구로구디지털로31길120한신플러스상가1동106호,잔치국수,7000,수제비,8000,칼국수,8000,,
서울특별시,구로구,한식_육류,백화돈,,서울특별시구로구디지털로32가길25,목살,16000,가브리살,17000,,,,
서울특별시,구로구,한식_일반,우리집국수김밥,,서울특별시구로구시흥대로577-11,멸치국수,6500,비빔국수,7500,원조김밥,3500,,
서울특별시,구로구,일식,린초밥,,서울특별시구로구디지털로32나길17-452층,점심특선초밥,11000,회덮밥,9000,우동,6000,,
서울특별시,구로구,한식_일반,구로숯불돼지불백,,서울특별시구로구가마산로27길60,돼지불백,9000,청국장,9000,백반,9000,,
서울특별시,구로구,한식_일반,금정식당,,서울특별시구로구구로중앙로28길53-8,된장찌개,7000,비빔냉면,8000,뼈해장국,9000,,
서울특별시,구로구,한식_일반,토담,,서울특별시구로구구로동로22길5-26,청국장,8000,순두부찌개,8000,육개장,8000,,
서울특별시,구로구,한식_일반,박가수제손만두전골,,서울특별시구로구구로동로22길23,바지락칼국수,8000,손칼국수,6000,보리비빔밥,7000,,
서울특별시,구로구,한식_일반,전주식당,,서울특별시구로구구로동로28길2,순두부찌개,7000,돌솥비빔밥,8000,된장찌개,8000,,
서울특별시,구로구,한식_일반,호남식당,,서울특별시구로구디지털로27길116,순대국,8000,북어국,8000,순두부찌개,8000,,
서울특별시,구로구,일식,동명,02-6339-3331,서울특별시구로구경인로47길6,등심카츠,6900,치즈카츠,8900,안심카츠,7900,,
서울특별시,구로구,한식_일반,오늘부터우리는,,서울특별시구로구개봉로3길401층,대패삼겹살,10000,생삼겹,16000,육개장,8000,,
서울특별시,구로구,기타요식업,신도계란,,서울특별시구로구신도림로11길9-28,왕란(한판),7500,,,,,,
서울특별시,구로구,세탁업,옷수선하는날,02-824-3465,서울특별시구로구신도림로11길3,바짓단,4000,지퍼수선,8000,소매기장수선,10000,,
서울특별시,구로구,기타요식업,카페마닐,,서울특별시구로구오리로17길89,아메리카노,3300,쌀쿠기,2000,오란다,1500,,
서울특별시,구로구,한식_육류,만원족발,,서울특별시구로구구로동로8길96,순살족발(800g),10000,미니족(3족),10000,미니불족(800g),10000,,
서울특별시,구로구,기타요식업,카페첼로,,서울특별시구로구중앙로15길65,아메리카노,3000,아이스티,2000,카페라떼,4000,,
서울특별시,구로구,한식_일반,고추장불고기(행복한밥상),,서울특별시구로구신도림로11다길10,소머리국밥,10000,냉면,7000,삼겹살,14000,,
서울특별시,구로구,기타요식업,컴포,,서울특별시구로구경인로67길57,월남쌈(성인1인무한리필),24000,소고기쌀국수,9000,새우볶음밥,8000,,
서울특별시,구로구,이용업,은정이발관,,서울특별시구로구디지털로19길51,커트,10000,염색(남성),12000,,,,
서울특별시,구로구,기타요식업,옛날고기집,,서울특별시구로구디지털로19길40,삼겹살,12000,된장찌개,6000,냉면,6000,,
서울특별시,구로구,세탁업,연변옷수선,,서울특별시구로구디지털로19길33,신사복하의,4000,맞춤(여성원피스),50000,여성복상의,4000,,
서울특별시,구로구,미용업,미나미용실,,서울특별시구로구디지털로19길33,커트(남성),8000,커트(여성),10000,파마(여성),30000,,
서울특별시,구로구,세탁업,우리세탁소,,서울특별시구로구디지털로19길48-3,세탁(신사복),8000,수선(상의),4000,수선(하의),3000,,
서울특별시,구로구,기타비요식업,빵빵사진관,,서울특별시구로구구로중앙로22길7(구로동)1층,여권사진,10000,증명사진,10000,반명함,10,,
서울특별시,구로구,한식_일반,우리동네김밥,,서울특별시구로구경인로40길11(개봉동영화아파트)상가동1층102호,김밥,2000,신라면,3000,김치찌개,4000,,
서울특별시,구로구,한식_면류,짬뽕의신,02-2060-2737,서울특별시구로구경인로35길131-23(고척동)1층,짜장면,5000,짬뽕,7000,볶음밥,7000,,
서울특별시,구로구,기타요식업,비트윈더브레드,,서울특별시구로구디지털로31길12(구로동)111호,싱글샌드위치,3200,커피,2400,,,,
서울특별시,구로구,한식_일반,한길국수집,070-7534-1007,서울특별시구로구신도림로7(신도림동)금강리빙스텔106호,국수,6000,보쌈,25000,,,,
서울특별시,구로구,한식_일반,미미부대찌개,02-2066-0101,서울특별시구로구개봉로3길561층,부대찌개,18000,,,,,,
서울특별시,구로구,한실_일반,선머슴닭발,,서울특별시구로구신도림로7길21층,무뼈구이(300g),18000,불막창구이,13000,닭목살구이,13000,,
서울특별시,구로구,미용업,염은자미용실,02-2682-6079,서울특별시구로구중앙로1길18-19우성현대상가202호,커트,12000,파마,35000,염색,30000,,
서울특별시,구로구,미용업,나드리헤어,,서울특별시구로구신도림로11길9-4,커트,10000,파마,35000,염색,30000,,
서울특별시,구로구,미용업,멋진남자,02-2066-0152,서울특별시구로구오류로8길991층,커트,5000,염색,5000,,,,
서울특별시,구로구,기타요식업,히어린커피,070-8816-3443,서울특별시구로구디지털로306104호,아메리카노,2000,카페라떼,3000,,,,
서울특별시,구로구,한식_육류,계촌닭한마리신도림본점,02-6949-3999,서울특별시구로구새말로1021층110111호,닭한마리,26000,닭볶음탕,27000,,,,
서울특별시,구로구,한식_일반,행복추어탕,02-2688-7546,서울특별시구로구경서로451층,추어탕,10000,통추어탕,13000,추어튀김,13000,,
서울특별시,구로구,이용업,부흥,,서울특별시구로구구로동로15길17-8,커트,8000,염색,10000,,,,
서울특별시,구로구,한식_일반,황골숯불구이,,서울특별시구로구구로중앙로19나길9,삼겹살,14000,김치전골,8000,,,,
서울특별시,구로구,한식_일반,장터순대국삼계탕,,서울특별시구로구구로동로20길171층,순대국,9000,,,,,,
서울특별시,구로구,한식_육류,늘푸른채샤브샤브,,서울특별시구로구구로중앙로19길20(구로동)2층,소고기샤브,18000,,,,,,
서울특별시,구로구,기타요식업,미소와인,,서울특별시구로구경인로40길25,파스타,12000,피자,16000,,,,
서울특별시,구로구,기타요식업,까레몽과자점,,서울특별시구로구고척로27길107(개봉동),식빵,2900,케이크,25000,,,,
서울특별시,구로구,미용업,네일바바,,서울특별시구로구신도림로16대림아파트2차상가1층112호,기본네일,20000,젤네일,35000,,,,
